BLEU,TER
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
0.5,1.0
0.8408964152537145,0.5
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.05341087579952926,1.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.37991784282579627,0.625
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.5
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.25
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.5
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,0.0
0.2259005009024612,1.0
1.0,0.0
1.0,0.0
0.7071067811865476,0.25
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.7071067811865476,0.5
0.30934850332660563,0.5
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
1.0,0.0
0.5,0.25
0.8408964152537145,1.0
1.0,0.0
0.30934850332660563,1.0
0.5,1.0
0.7071067811865476,0.25
1.0,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
0.2259005009024612,1.0
0.5,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,1.0
0.2259005009024612,1.0
0.5,0.5
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.07986788803078405,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.5
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.37991784282579627,0.75
0.8408964152537145,0.5
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.5
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.75
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.5
0.05341087579952926,1.0
0.5,1.0
0.8408964152537145,0.625
0.8408964152537145,0.25
0.07986788803078405,1.0
0.5,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,0.25
0.5,1.0
0.7071067811865476,0.5
0.07986788803078405,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.25
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.75
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.2259005009024612,1.0
0.040583489434387374,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
0.5,1.0
0.2722230298303347,0.75
0.8408964152537145,0.25
0.8408964152537145,0.875
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.2259005009024612,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.5
0.5,1.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,0.6666666666666666
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.2259005009024612,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
1.0,0.0
0.37991784282579627,0.625
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.75
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.5,1.0
1.0,0.0
0.30934850332660563,0.5
1.0,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,0.25
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.5
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.6666666666666666
0.5,1.0
0.020980574531482755,1.0
0.8408964152537145,1.0
0.37991784282579627,0.4166666666666667
0.07986788803078405,1.0
0.5,1.0
0.8408964152537145,0.875
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.30934850332660563,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.07986788803078405,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.5
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.30934850332660563,1.0
0.5,1.0
0.8408964152537145,0.25
0.7071067811865476,0.25
0.5,1.0
0.8408964152537145,0.25
0.7071067811865476,0.25
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.2259005009024612,1.0
0.5,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.03283637368030199,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.3333333333333333
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,0.25
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.25
0.5,1.0
0.8408964152537145,0.5
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.07986788803078405,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.75
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.5
0.8408964152537145,0.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.5
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,1.0
0.5,1.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
0.5,1.0
0.2259005009024612,1.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.5
0.8408964152537145,1.0
1.0,0.0
0.2259005009024612,1.0
0.8408964152537145,0.25
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,0.5
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
0.5,1.0
0.5,1.0
0.5,1.0
0.7071067811865476,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.9375
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,0.0
0.7071067811865476,0.0
0.7071067811865476,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.5,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.75
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.75
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.8
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.7071067811865476,0.5
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.7071067811865476,0.0
0.5,1.0
0.7071067811865476,0.25
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.7071067811865476,0.75
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.75
0.8408964152537145,0.0
0.8408964152537145,0.25
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.30934850332660563,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.05341087579952926,1.0
1.0,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.625
0.8408964152537145,0.25
0.5,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.7071067811865476,0.3333333333333333
0.5,0.5
0.8408964152537145,0.6666666666666666
0.8408964152537145,0.25
0.8408964152537145,1.0
0.07986788803078405,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.5,1.0
0.7071067811865476,0.25
0.7071067811865476,0.25
0.2259005009024612,1.0
0.7071067811865476,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.5
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.30934850332660563,1.0
0.8408964152537145,1.0
1.0,0.0
0.1597357760615681,0.75
0.07986788803078405,1.0
1.0,0.0
0.05341087579952926,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.6666666666666666
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.3333333333333333
1.0,0.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.7071067811865476,0.125
0.5,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,0.5
0.8408964152537145,0.5
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.5
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.018738883683389617,1.0
0.5,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.75
1.0,0.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
0.5,1.0
0.5,1.0
0.8408964152537145,0.5
1.0,0.5
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.07986788803078405,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.5
1.0,0.0
0.8408964152537145,1.0
0.7071067811865476,0.25
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.2259005009024612,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.6666666666666666
0.5,1.0
0.5,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.5
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.5,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.30934850332660563,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.040583489434387374,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.75
0.05341087579952926,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.5
0.5,1.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,0.5
0.8408964152537145,1.0
0.5,1.0
0.7071067811865476,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.5
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.2259005009024612,1.0
0.8408964152537145,1.0
1.0,0.0
0.16186478197091597,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.07986788803078405,0.75
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,0.5
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.6389431042462724,0.125
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.07986788803078405,1.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
1.0,0.0
0.2259005009024612,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
1.0,0.0
0.07986788803078405,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.5
0.8408964152537145,0.0
0.8408964152537145,0.6666666666666666
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,0.25
0.8408964152537145,0.25
0.8408964152537145,1.0
0.07986788803078405,1.0
1.0,0.0
0.5,1.0
1.0,0.0
1.0,0.0
0.8408964152537145,0.25
0.8408964152537145,1.0
